condFiles,testFiles,audio,imageLoc,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,blockloop2.thisRepN,blockloop2.thisTrialN,blockloop2.thisN,blockloop2.thisIndex,blocktest2.thisRepN,blocktest2.thisTrialN,blocktest2.thisN,blocktest2.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,firstAudio,secondAudio,whichAudio,instructions.started,instructions.stopped,notice.started,notice.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulitrain2.started,stimulitrain2.stopped,imagetrain2.started,imagetrain2.stopped,stimulitest2.started,stimulitest2.stopped,key_resp.keys,key_resp.started,key_resp.stopped,correct2.started,correct2.stopped,incorrect2.started,incorrect2.stopped,key_resp.rt,test1Instr.started,test1Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,oneWarningTest1.started,oneWarningTest1.stopped,twoWarningTest1.started,twoWarningTest1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,,,trainingaudio/18_popata2.wav,pngimages/18_donut.png,trainingaudio/27_pakapa1.wav,pngimages/27_kiwi.png,-0.5,0.5,,,,,0,1,1,1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,64.22983838419896,65.22907136694994,j,65.22907136694994,None,64.23277769831475,None,64.23277769831475,None,0.14105543598998338,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,,,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,trainingaudio/17_kotako2.wav,pngimages/17_cracker.png,-0.5,0.5,,,,,0,1,1,1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,65.43296758359065,66.447852906771,j,66.4291313267313,None,65.43642240855843,None,65.43642240855843,None,0.16816874535288662,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,,,trainingaudio/09_tipata2.wav,pngimages/09_plane.png,trainingaudio/11_tokiko1.wav,pngimages/11_compass.png,0.5,-0.5,,,,,0,1,1,1,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,66.64577428757912,67.65306306618731,j,67.63002876040991,None,66.65589341055602,None,66.65589341055602,None,0.13143694726750255,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,,,trainingaudio/17_kotako2.wav,pngimages/17_cracker.png,trainingaudio/09_tipata2.wav,pngimages/09_plane.png,0.5,-0.5,,,,,0,1,1,1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,67.81342121650232,68.81428168504499,j,68.81428168504499,None,67.82103697990533,None,67.82103697990533,None,0.20057460223324597,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,,,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,trainingaudio/02_pitito3.wav,pngimages/02_pallet.png,-0.5,0.5,,,,,0,1,1,1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,69.04768140963279,70.0558509704424,j,70.03252328454982,None,69.05471445282456,None,69.05471445282456,None,0.15260071877855808,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,,,trainingaudio/11_tokiko1.wav,pngimages/11_compass.png,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,-0.5,0.5,,,,,0,1,1,1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,70.2216143006226,71.23309524357319,j,71.21528363297693,None,70.22587590210605,None,70.22587590210605,None,0.15832597366534173,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block3.xlsx,autoConditions/train2Block3Test.xlsx,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,71.43884877936216,72.4497426977614,71.45140178699512,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block3.xlsx,autoConditions/train2Block3Test.xlsx,trainingaudio/19_papipi1.wav,pngimages/19_burger.png,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,72.46642183087533,None,72.47164388408419,72.47164388408419,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block3.xlsx,autoConditions/train2Block3Test.xlsx,trainingaudio/21_papika1.wav,pngimages/21_cheese.png,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,73.48740349512082,73.49208534380887,73.49208534380887,73.49208534380887,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
